profile_id,stage_id,sector,workflow,pathway_id,application_context,lifecycle_phase,s_dimension,comparison_status,numeric_difference,seed_review_id,seed_coder_name,seed_coder_model,seed_value,seed_rationale,seed_source_ids,seed_confidence,independent_review_id,independent_coder_name,independent_coder_model,independent_reasoning_effort,independent_value,independent_rationale,independent_source_ids,independent_confidence,semantic_flags,owner_review_required,review_route
sp-0007,process_engineering,Discrete manufacturing,Process engineering,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",development,S3,exact_agreement,0,seed-sp-0007-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - within the frozen scope, which excludes tooling acquisition, commissioning and routine production, the work is method definition, process simulation, line balancing, failure-mode analysis and control-plan authoring, all of which are informational; the coding stops short of the fully informational anchor because the validity of every process specification rests on physical trials assigned to the supply, tooling and commissioning stages; S2: the ordinary loop is the cross-functional process review and build-event data cycle, which runs on a weeks-to-months cadence rather than a desk-level revision cadence; S3 cost: cost and throughput diverge - process simulation, tolerance analysis and line-balancing scenarios are near-free at the margin, while any confirming physical trial consumes material, equipment time and labour; S3 throughput: analytical attempts parallelise freely, but the trials that settle a process parameter queue on shared equipment and build events, so attempts remain repeatable with materially constrained throughput; S4: intermediate judgment - the specification work itself carries no construction, curing or qualification floor and can be compressed, but material and equipment access for confirming trials imposes real delay, so the stage sits above the balanced anchor without reaching full physical flexibility; S5: process-specification errors surface as scrap, yield loss and engineering-change rework, which are material in cost and review burden but are ordinarily contained and reversed through the engineering-change process before volume production; scope caveat: frozen V1 scope excludes product design, tooling procurement, line commissioning and routine production execution, and does not represent process industries; critical_path_role remains not_assessed.",,medium,independent-sp-0007-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — progress materially combines process specification and control design with physical trials and production-method constraints; S2: 2 — ordinary process-development loops are measured in weeks to months; S3 cost: 2 — trials consume engineering time, equipment access, and material but remain repeatable; S3 throughput: multiple analyses can proceed together, while pilot or line capacity constrains physical trials; S4: 2 — setup and process cycles impose meaningful delay without one universal floor dominating the whole stage; S5: 2 — errors can create scrap, delay, or redesign but are generally containable before routine production; scope caveat: applies to discrete-manufacturing NPI, not every factory scale or process industry.",,medium,,false,audit_only
sp-0007,process_engineering,Discrete manufacturing,Process engineering,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",development,S4,one_point_difference,1,seed-sp-0007-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - within the frozen scope, which excludes tooling acquisition, commissioning and routine production, the work is method definition, process simulation, line balancing, failure-mode analysis and control-plan authoring, all of which are informational; the coding stops short of the fully informational anchor because the validity of every process specification rests on physical trials assigned to the supply, tooling and commissioning stages; S2: the ordinary loop is the cross-functional process review and build-event data cycle, which runs on a weeks-to-months cadence rather than a desk-level revision cadence; S3 cost: cost and throughput diverge - process simulation, tolerance analysis and line-balancing scenarios are near-free at the margin, while any confirming physical trial consumes material, equipment time and labour; S3 throughput: analytical attempts parallelise freely, but the trials that settle a process parameter queue on shared equipment and build events, so attempts remain repeatable with materially constrained throughput; S4: intermediate judgment - the specification work itself carries no construction, curing or qualification floor and can be compressed, but material and equipment access for confirming trials imposes real delay, so the stage sits above the balanced anchor without reaching full physical flexibility; S5: process-specification errors surface as scrap, yield loss and engineering-change rework, which are material in cost and review burden but are ordinarily contained and reversed through the engineering-change process before volume production; scope caveat: frozen V1 scope excludes product design, tooling procurement, line commissioning and routine production execution, and does not represent process industries; critical_path_role remains not_assessed.",,medium,independent-sp-0007-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — progress materially combines process specification and control design with physical trials and production-method constraints; S2: 2 — ordinary process-development loops are measured in weeks to months; S3 cost: 2 — trials consume engineering time, equipment access, and material but remain repeatable; S3 throughput: multiple analyses can proceed together, while pilot or line capacity constrains physical trials; S4: 2 — setup and process cycles impose meaningful delay without one universal floor dominating the whole stage; S5: 2 — errors can create scrap, delay, or redesign but are generally containable before routine production; scope caveat: applies to discrete-manufacturing NPI, not every factory scale or process industry.",,medium,,false,audit_only
sp-0007,process_engineering,Discrete manufacturing,Process engineering,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",development,S5,exact_agreement,0,seed-sp-0007-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - within the frozen scope, which excludes tooling acquisition, commissioning and routine production, the work is method definition, process simulation, line balancing, failure-mode analysis and control-plan authoring, all of which are informational; the coding stops short of the fully informational anchor because the validity of every process specification rests on physical trials assigned to the supply, tooling and commissioning stages; S2: the ordinary loop is the cross-functional process review and build-event data cycle, which runs on a weeks-to-months cadence rather than a desk-level revision cadence; S3 cost: cost and throughput diverge - process simulation, tolerance analysis and line-balancing scenarios are near-free at the margin, while any confirming physical trial consumes material, equipment time and labour; S3 throughput: analytical attempts parallelise freely, but the trials that settle a process parameter queue on shared equipment and build events, so attempts remain repeatable with materially constrained throughput; S4: intermediate judgment - the specification work itself carries no construction, curing or qualification floor and can be compressed, but material and equipment access for confirming trials imposes real delay, so the stage sits above the balanced anchor without reaching full physical flexibility; S5: process-specification errors surface as scrap, yield loss and engineering-change rework, which are material in cost and review burden but are ordinarily contained and reversed through the engineering-change process before volume production; scope caveat: frozen V1 scope excludes product design, tooling procurement, line commissioning and routine production execution, and does not represent process industries; critical_path_role remains not_assessed.",,medium,independent-sp-0007-v1,Codex,gpt-5.6,extra_high,2,"S1: 2 — progress materially combines process specification and control design with physical trials and production-method constraints; S2: 2 — ordinary process-development loops are measured in weeks to months; S3 cost: 2 — trials consume engineering time, equipment access, and material but remain repeatable; S3 throughput: multiple analyses can proceed together, while pilot or line capacity constrains physical trials; S4: 2 — setup and process cycles impose meaningful delay without one universal floor dominating the whole stage; S5: 2 — errors can create scrap, delay, or redesign but are generally containable before routine production; scope caveat: applies to discrete-manufacturing NPI, not every factory scale or process industry.",,medium,,false,audit_only
sp-0008,supply_and_tooling,Discrete manufacturing,Supply and tooling,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S1,exact_agreement,0,seed-sp-0008-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - sourcing analysis, tool design and supplier data work are a real informational component, but the stage's progress is set by the physical fabrication of tooling and by material and supplier readiness, so it sits above the fully physical anchor without approaching balance; S2: the ordinary loop is order, fabricate, sample and revise; hard tooling iterations and supplier qualification cycles run in months, which is the slow end of the weeks-to-months band; S3 cost: cost and throughput diverge - each attempt is expensive, since a tool recut or a repeat supplier qualification costs from thousands to hundreds of thousands of currency units and consumes engineering and audit effort; S3 throughput: genuine parallelism exists across different parts, tools and suppliers, which keeps the coding above the scarce-and-expensive anchor, but each individual tool or supplier is a strictly serial line of attempts, so decision-relevant throughput per item is very low; S4: intermediate judgment - sourcing decisions and tool-design release proceed without a physical floor, but the stage's critical elapsed time is dominated by tool fabrication, heat treatment and material lead times, which are physical durations that cannot be compressed by better information; S5: intermediate judgment - errors are recoverable in principle but ordinarily require re-cutting or re-procuring hardware at high cost and months of delay, and material removed from a tool cannot be restored, so errors are materially worse than containable while falling short of catastrophic or irreversible; scope caveat: frozen V1 scope covers supplier and material readiness plus tooling sourcing and preparation for the frozen manufacturing pathway; it excludes on-site commissioning and routine production, and a materially different sourcing route would require a distinct pathway; critical_path_role remains not_assessed.",,medium,independent-sp-0008-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: supplier coordination and tool design are informational, but procurement, fabrication, and physical readiness dominate progress; S2: 1 — Intermediate judgment: supplier and tooling loops commonly take months, slower than the weeks-to-months anchor but not inherently decade-scale; S3 cost: 1 — Intermediate judgment: tooling iterations are costly, though smaller design and supplier attempts are cheaper; S3 throughput: suppliers may work in parallel, but specialized fabrication capacity and lead times sharply constrain throughput; S4: 0 — fabrication, delivery, and equipment-readiness floors dominate elapsed time; S5: 2 — mistakes create substantial cost and delay, but tools or supply plans can usually be reworked or replaced; scope caveat: combines supply readiness with tooling for medium-to-high-volume discrete NPI.",,medium,,false,audit_only
sp-0008,supply_and_tooling,Discrete manufacturing,Supply and tooling,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S2,one_point_difference,1,seed-sp-0008-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - sourcing analysis, tool design and supplier data work are a real informational component, but the stage's progress is set by the physical fabrication of tooling and by material and supplier readiness, so it sits above the fully physical anchor without approaching balance; S2: the ordinary loop is order, fabricate, sample and revise; hard tooling iterations and supplier qualification cycles run in months, which is the slow end of the weeks-to-months band; S3 cost: cost and throughput diverge - each attempt is expensive, since a tool recut or a repeat supplier qualification costs from thousands to hundreds of thousands of currency units and consumes engineering and audit effort; S3 throughput: genuine parallelism exists across different parts, tools and suppliers, which keeps the coding above the scarce-and-expensive anchor, but each individual tool or supplier is a strictly serial line of attempts, so decision-relevant throughput per item is very low; S4: intermediate judgment - sourcing decisions and tool-design release proceed without a physical floor, but the stage's critical elapsed time is dominated by tool fabrication, heat treatment and material lead times, which are physical durations that cannot be compressed by better information; S5: intermediate judgment - errors are recoverable in principle but ordinarily require re-cutting or re-procuring hardware at high cost and months of delay, and material removed from a tool cannot be restored, so errors are materially worse than containable while falling short of catastrophic or irreversible; scope caveat: frozen V1 scope covers supplier and material readiness plus tooling sourcing and preparation for the frozen manufacturing pathway; it excludes on-site commissioning and routine production, and a materially different sourcing route would require a distinct pathway; critical_path_role remains not_assessed.",,medium,independent-sp-0008-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: supplier coordination and tool design are informational, but procurement, fabrication, and physical readiness dominate progress; S2: 1 — Intermediate judgment: supplier and tooling loops commonly take months, slower than the weeks-to-months anchor but not inherently decade-scale; S3 cost: 1 — Intermediate judgment: tooling iterations are costly, though smaller design and supplier attempts are cheaper; S3 throughput: suppliers may work in parallel, but specialized fabrication capacity and lead times sharply constrain throughput; S4: 0 — fabrication, delivery, and equipment-readiness floors dominate elapsed time; S5: 2 — mistakes create substantial cost and delay, but tools or supply plans can usually be reworked or replaced; scope caveat: combines supply readiness with tooling for medium-to-high-volume discrete NPI.",,medium,,false,audit_only
sp-0008,supply_and_tooling,Discrete manufacturing,Supply and tooling,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S3,exact_agreement,0,seed-sp-0008-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - sourcing analysis, tool design and supplier data work are a real informational component, but the stage's progress is set by the physical fabrication of tooling and by material and supplier readiness, so it sits above the fully physical anchor without approaching balance; S2: the ordinary loop is order, fabricate, sample and revise; hard tooling iterations and supplier qualification cycles run in months, which is the slow end of the weeks-to-months band; S3 cost: cost and throughput diverge - each attempt is expensive, since a tool recut or a repeat supplier qualification costs from thousands to hundreds of thousands of currency units and consumes engineering and audit effort; S3 throughput: genuine parallelism exists across different parts, tools and suppliers, which keeps the coding above the scarce-and-expensive anchor, but each individual tool or supplier is a strictly serial line of attempts, so decision-relevant throughput per item is very low; S4: intermediate judgment - sourcing decisions and tool-design release proceed without a physical floor, but the stage's critical elapsed time is dominated by tool fabrication, heat treatment and material lead times, which are physical durations that cannot be compressed by better information; S5: intermediate judgment - errors are recoverable in principle but ordinarily require re-cutting or re-procuring hardware at high cost and months of delay, and material removed from a tool cannot be restored, so errors are materially worse than containable while falling short of catastrophic or irreversible; scope caveat: frozen V1 scope covers supplier and material readiness plus tooling sourcing and preparation for the frozen manufacturing pathway; it excludes on-site commissioning and routine production, and a materially different sourcing route would require a distinct pathway; critical_path_role remains not_assessed.",,medium,independent-sp-0008-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: supplier coordination and tool design are informational, but procurement, fabrication, and physical readiness dominate progress; S2: 1 — Intermediate judgment: supplier and tooling loops commonly take months, slower than the weeks-to-months anchor but not inherently decade-scale; S3 cost: 1 — Intermediate judgment: tooling iterations are costly, though smaller design and supplier attempts are cheaper; S3 throughput: suppliers may work in parallel, but specialized fabrication capacity and lead times sharply constrain throughput; S4: 0 — fabrication, delivery, and equipment-readiness floors dominate elapsed time; S5: 2 — mistakes create substantial cost and delay, but tools or supply plans can usually be reworked or replaced; scope caveat: combines supply readiness with tooling for medium-to-high-volume discrete NPI.",,medium,,false,audit_only
sp-0008,supply_and_tooling,Discrete manufacturing,Supply and tooling,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S4,one_point_difference,1,seed-sp-0008-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - sourcing analysis, tool design and supplier data work are a real informational component, but the stage's progress is set by the physical fabrication of tooling and by material and supplier readiness, so it sits above the fully physical anchor without approaching balance; S2: the ordinary loop is order, fabricate, sample and revise; hard tooling iterations and supplier qualification cycles run in months, which is the slow end of the weeks-to-months band; S3 cost: cost and throughput diverge - each attempt is expensive, since a tool recut or a repeat supplier qualification costs from thousands to hundreds of thousands of currency units and consumes engineering and audit effort; S3 throughput: genuine parallelism exists across different parts, tools and suppliers, which keeps the coding above the scarce-and-expensive anchor, but each individual tool or supplier is a strictly serial line of attempts, so decision-relevant throughput per item is very low; S4: intermediate judgment - sourcing decisions and tool-design release proceed without a physical floor, but the stage's critical elapsed time is dominated by tool fabrication, heat treatment and material lead times, which are physical durations that cannot be compressed by better information; S5: intermediate judgment - errors are recoverable in principle but ordinarily require re-cutting or re-procuring hardware at high cost and months of delay, and material removed from a tool cannot be restored, so errors are materially worse than containable while falling short of catastrophic or irreversible; scope caveat: frozen V1 scope covers supplier and material readiness plus tooling sourcing and preparation for the frozen manufacturing pathway; it excludes on-site commissioning and routine production, and a materially different sourcing route would require a distinct pathway; critical_path_role remains not_assessed.",,medium,independent-sp-0008-v1,Codex,gpt-5.6,extra_high,0,"S1: 1 — Intermediate judgment: supplier coordination and tool design are informational, but procurement, fabrication, and physical readiness dominate progress; S2: 1 — Intermediate judgment: supplier and tooling loops commonly take months, slower than the weeks-to-months anchor but not inherently decade-scale; S3 cost: 1 — Intermediate judgment: tooling iterations are costly, though smaller design and supplier attempts are cheaper; S3 throughput: suppliers may work in parallel, but specialized fabrication capacity and lead times sharply constrain throughput; S4: 0 — fabrication, delivery, and equipment-readiness floors dominate elapsed time; S5: 2 — mistakes create substantial cost and delay, but tools or supply plans can usually be reworked or replaced; scope caveat: combines supply readiness with tooling for medium-to-high-volume discrete NPI.",,medium,,false,audit_only
sp-0008,supply_and_tooling,Discrete manufacturing,Supply and tooling,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S5,one_point_difference,1,seed-sp-0008-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - sourcing analysis, tool design and supplier data work are a real informational component, but the stage's progress is set by the physical fabrication of tooling and by material and supplier readiness, so it sits above the fully physical anchor without approaching balance; S2: the ordinary loop is order, fabricate, sample and revise; hard tooling iterations and supplier qualification cycles run in months, which is the slow end of the weeks-to-months band; S3 cost: cost and throughput diverge - each attempt is expensive, since a tool recut or a repeat supplier qualification costs from thousands to hundreds of thousands of currency units and consumes engineering and audit effort; S3 throughput: genuine parallelism exists across different parts, tools and suppliers, which keeps the coding above the scarce-and-expensive anchor, but each individual tool or supplier is a strictly serial line of attempts, so decision-relevant throughput per item is very low; S4: intermediate judgment - sourcing decisions and tool-design release proceed without a physical floor, but the stage's critical elapsed time is dominated by tool fabrication, heat treatment and material lead times, which are physical durations that cannot be compressed by better information; S5: intermediate judgment - errors are recoverable in principle but ordinarily require re-cutting or re-procuring hardware at high cost and months of delay, and material removed from a tool cannot be restored, so errors are materially worse than containable while falling short of catastrophic or irreversible; scope caveat: frozen V1 scope covers supplier and material readiness plus tooling sourcing and preparation for the frozen manufacturing pathway; it excludes on-site commissioning and routine production, and a materially different sourcing route would require a distinct pathway; critical_path_role remains not_assessed.",,medium,independent-sp-0008-v1,Codex,gpt-5.6,extra_high,2,"S1: 1 — Intermediate judgment: supplier coordination and tool design are informational, but procurement, fabrication, and physical readiness dominate progress; S2: 1 — Intermediate judgment: supplier and tooling loops commonly take months, slower than the weeks-to-months anchor but not inherently decade-scale; S3 cost: 1 — Intermediate judgment: tooling iterations are costly, though smaller design and supplier attempts are cheaper; S3 throughput: suppliers may work in parallel, but specialized fabrication capacity and lead times sharply constrain throughput; S4: 0 — fabrication, delivery, and equipment-readiness floors dominate elapsed time; S5: 2 — mistakes create substantial cost and delay, but tools or supply plans can usually be reworked or replaced; scope caveat: combines supply readiness with tooling for medium-to-high-volume discrete NPI.",,medium,,false,audit_only
sp-0009,retooling_and_commissioning,Discrete manufacturing,Retooling and commissioning,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S1,exact_agreement,0,seed-sp-0009-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - installing, changing over, debugging and commissioning production equipment is predominantly physical work, with a real but non-dominant informational component in control software, recipe parameters and data-driven fault diagnosis; S2: intermediate judgment - once equipment is installed, run-and-measure iteration on settings resolves within a shift, faster than the weeks-to-months anchor, but every hardware, fixture or layout change and its validation run takes days and queues on line availability, so the ordinary loop sits between the two anchors; S3 cost: intermediate judgment - each attempt consumes line time, material and skilled labour, so the marginal cost is material rather than near-free, yet attempts are frequent and repeatable rather than scarce, which lifts the coding off the bottom anchor; S3 throughput: parallelism is essentially absent because commissioning attempts are made on the one line being brought up and are strictly serial, and that is what holds the coding below the repeatable-with-constrained-throughput anchor; S4: installation, changeover and equipment settling create meaningful and unavoidable delay, but no single construction, curing, growth or qualification floor dominates the scoped stage; S5: intermediate judgment - ordinary commissioning errors cost line time and scrapped material and are containable, but a material subset, including tool collisions, equipment damage and operator-safety events, is expensive and partly irreversible, which places the stage below the containable-error anchor; scope caveat: frozen V1 scope is line installation, changeover, debug and commissioning for product introduction and ramp; it excludes upstream design and post-release production; critical_path_role remains not_assessed.",,medium,independent-sp-0009-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: diagnostics and debugging are informational, but installation, changeover, and physical line operation dominate the stage; S2: 2 — commissioning learn-test-revise cycles are generally weeks to months; S3 cost: 1 — Intermediate judgment: each line trial consumes downtime, material, and specialist labor, above the repeatable constrained anchor; S3 throughput: shared equipment makes most commissioning attempts serial even when analysis is parallel; S4: 1 — Intermediate judgment: physical installation and equipment cycling dominate much of elapsed time, while debugging remains accelerable; S5: 1 — Intermediate judgment: errors may damage equipment or create safety and ramp risks, though shutdown and rework often contain them; scope caveat: excludes ongoing production after line release.",,medium,,false,audit_only
sp-0009,retooling_and_commissioning,Discrete manufacturing,Retooling and commissioning,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S2,one_point_difference,1,seed-sp-0009-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - installing, changing over, debugging and commissioning production equipment is predominantly physical work, with a real but non-dominant informational component in control software, recipe parameters and data-driven fault diagnosis; S2: intermediate judgment - once equipment is installed, run-and-measure iteration on settings resolves within a shift, faster than the weeks-to-months anchor, but every hardware, fixture or layout change and its validation run takes days and queues on line availability, so the ordinary loop sits between the two anchors; S3 cost: intermediate judgment - each attempt consumes line time, material and skilled labour, so the marginal cost is material rather than near-free, yet attempts are frequent and repeatable rather than scarce, which lifts the coding off the bottom anchor; S3 throughput: parallelism is essentially absent because commissioning attempts are made on the one line being brought up and are strictly serial, and that is what holds the coding below the repeatable-with-constrained-throughput anchor; S4: installation, changeover and equipment settling create meaningful and unavoidable delay, but no single construction, curing, growth or qualification floor dominates the scoped stage; S5: intermediate judgment - ordinary commissioning errors cost line time and scrapped material and are containable, but a material subset, including tool collisions, equipment damage and operator-safety events, is expensive and partly irreversible, which places the stage below the containable-error anchor; scope caveat: frozen V1 scope is line installation, changeover, debug and commissioning for product introduction and ramp; it excludes upstream design and post-release production; critical_path_role remains not_assessed.",,medium,independent-sp-0009-v1,Codex,gpt-5.6,extra_high,2,"S1: 1 — Intermediate judgment: diagnostics and debugging are informational, but installation, changeover, and physical line operation dominate the stage; S2: 2 — commissioning learn-test-revise cycles are generally weeks to months; S3 cost: 1 — Intermediate judgment: each line trial consumes downtime, material, and specialist labor, above the repeatable constrained anchor; S3 throughput: shared equipment makes most commissioning attempts serial even when analysis is parallel; S4: 1 — Intermediate judgment: physical installation and equipment cycling dominate much of elapsed time, while debugging remains accelerable; S5: 1 — Intermediate judgment: errors may damage equipment or create safety and ramp risks, though shutdown and rework often contain them; scope caveat: excludes ongoing production after line release.",,medium,,false,audit_only
sp-0009,retooling_and_commissioning,Discrete manufacturing,Retooling and commissioning,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S3,exact_agreement,0,seed-sp-0009-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - installing, changing over, debugging and commissioning production equipment is predominantly physical work, with a real but non-dominant informational component in control software, recipe parameters and data-driven fault diagnosis; S2: intermediate judgment - once equipment is installed, run-and-measure iteration on settings resolves within a shift, faster than the weeks-to-months anchor, but every hardware, fixture or layout change and its validation run takes days and queues on line availability, so the ordinary loop sits between the two anchors; S3 cost: intermediate judgment - each attempt consumes line time, material and skilled labour, so the marginal cost is material rather than near-free, yet attempts are frequent and repeatable rather than scarce, which lifts the coding off the bottom anchor; S3 throughput: parallelism is essentially absent because commissioning attempts are made on the one line being brought up and are strictly serial, and that is what holds the coding below the repeatable-with-constrained-throughput anchor; S4: installation, changeover and equipment settling create meaningful and unavoidable delay, but no single construction, curing, growth or qualification floor dominates the scoped stage; S5: intermediate judgment - ordinary commissioning errors cost line time and scrapped material and are containable, but a material subset, including tool collisions, equipment damage and operator-safety events, is expensive and partly irreversible, which places the stage below the containable-error anchor; scope caveat: frozen V1 scope is line installation, changeover, debug and commissioning for product introduction and ramp; it excludes upstream design and post-release production; critical_path_role remains not_assessed.",,medium,independent-sp-0009-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: diagnostics and debugging are informational, but installation, changeover, and physical line operation dominate the stage; S2: 2 — commissioning learn-test-revise cycles are generally weeks to months; S3 cost: 1 — Intermediate judgment: each line trial consumes downtime, material, and specialist labor, above the repeatable constrained anchor; S3 throughput: shared equipment makes most commissioning attempts serial even when analysis is parallel; S4: 1 — Intermediate judgment: physical installation and equipment cycling dominate much of elapsed time, while debugging remains accelerable; S5: 1 — Intermediate judgment: errors may damage equipment or create safety and ramp risks, though shutdown and rework often contain them; scope caveat: excludes ongoing production after line release.",,medium,,false,audit_only
sp-0009,retooling_and_commissioning,Discrete manufacturing,Retooling and commissioning,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S4,one_point_difference,1,seed-sp-0009-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - installing, changing over, debugging and commissioning production equipment is predominantly physical work, with a real but non-dominant informational component in control software, recipe parameters and data-driven fault diagnosis; S2: intermediate judgment - once equipment is installed, run-and-measure iteration on settings resolves within a shift, faster than the weeks-to-months anchor, but every hardware, fixture or layout change and its validation run takes days and queues on line availability, so the ordinary loop sits between the two anchors; S3 cost: intermediate judgment - each attempt consumes line time, material and skilled labour, so the marginal cost is material rather than near-free, yet attempts are frequent and repeatable rather than scarce, which lifts the coding off the bottom anchor; S3 throughput: parallelism is essentially absent because commissioning attempts are made on the one line being brought up and are strictly serial, and that is what holds the coding below the repeatable-with-constrained-throughput anchor; S4: installation, changeover and equipment settling create meaningful and unavoidable delay, but no single construction, curing, growth or qualification floor dominates the scoped stage; S5: intermediate judgment - ordinary commissioning errors cost line time and scrapped material and are containable, but a material subset, including tool collisions, equipment damage and operator-safety events, is expensive and partly irreversible, which places the stage below the containable-error anchor; scope caveat: frozen V1 scope is line installation, changeover, debug and commissioning for product introduction and ramp; it excludes upstream design and post-release production; critical_path_role remains not_assessed.",,medium,independent-sp-0009-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: diagnostics and debugging are informational, but installation, changeover, and physical line operation dominate the stage; S2: 2 — commissioning learn-test-revise cycles are generally weeks to months; S3 cost: 1 — Intermediate judgment: each line trial consumes downtime, material, and specialist labor, above the repeatable constrained anchor; S3 throughput: shared equipment makes most commissioning attempts serial even when analysis is parallel; S4: 1 — Intermediate judgment: physical installation and equipment cycling dominate much of elapsed time, while debugging remains accelerable; S5: 1 — Intermediate judgment: errors may damage equipment or create safety and ramp risks, though shutdown and rework often contain them; scope caveat: excludes ongoing production after line release.",,medium,,false,audit_only
sp-0009,retooling_and_commissioning,Discrete manufacturing,Retooling and commissioning,discrete_manufacturing_npi_and_operations,"New-product introduction and operations in medium-to-high-volume discrete manufacturing, from product and process engineering through tooling, commissioning, quality, production, maintenance, and iterative improvement",scale_up,S5,exact_agreement,0,seed-sp-0009-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - installing, changing over, debugging and commissioning production equipment is predominantly physical work, with a real but non-dominant informational component in control software, recipe parameters and data-driven fault diagnosis; S2: intermediate judgment - once equipment is installed, run-and-measure iteration on settings resolves within a shift, faster than the weeks-to-months anchor, but every hardware, fixture or layout change and its validation run takes days and queues on line availability, so the ordinary loop sits between the two anchors; S3 cost: intermediate judgment - each attempt consumes line time, material and skilled labour, so the marginal cost is material rather than near-free, yet attempts are frequent and repeatable rather than scarce, which lifts the coding off the bottom anchor; S3 throughput: parallelism is essentially absent because commissioning attempts are made on the one line being brought up and are strictly serial, and that is what holds the coding below the repeatable-with-constrained-throughput anchor; S4: installation, changeover and equipment settling create meaningful and unavoidable delay, but no single construction, curing, growth or qualification floor dominates the scoped stage; S5: intermediate judgment - ordinary commissioning errors cost line time and scrapped material and are containable, but a material subset, including tool collisions, equipment damage and operator-safety events, is expensive and partly irreversible, which places the stage below the containable-error anchor; scope caveat: frozen V1 scope is line installation, changeover, debug and commissioning for product introduction and ramp; it excludes upstream design and post-release production; critical_path_role remains not_assessed.",,medium,independent-sp-0009-v1,Codex,gpt-5.6,extra_high,1,"S1: 1 — Intermediate judgment: diagnostics and debugging are informational, but installation, changeover, and physical line operation dominate the stage; S2: 2 — commissioning learn-test-revise cycles are generally weeks to months; S3 cost: 1 — Intermediate judgment: each line trial consumes downtime, material, and specialist labor, above the repeatable constrained anchor; S3 throughput: shared equipment makes most commissioning attempts serial even when analysis is parallel; S4: 1 — Intermediate judgment: physical installation and equipment cycling dominate much of elapsed time, while debugging remains accelerable; S5: 1 — Intermediate judgment: errors may damage equipment or create safety and ramp risks, though shutdown and rework often contain them; scope caveat: excludes ongoing production after line release.",,medium,,false,audit_only
