exception_id,profile_id,stage_id,workflow,sector,pathway_id,application_context,lifecycle_phase,s_dimension,dimension_name,zero_endpoint,two_guidance,four_endpoint,comparison_status,numeric_difference,semantic_flags,routing_reason,seed_review_id,seed_coder_name,seed_coder_model,seed_value,seed_rationale,seed_confidence,seed_source_ids,independent_review_id,independent_coder_name,independent_coder_model,independent_reasoning_effort,independent_value,independent_rationale,independent_confidence,independent_source_ids,review_route,owner_disposition,owner_rationale,status
exc-sp-0025-s2,sp-0025,blankets,Blankets,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",development,S2,Feedback speed,Cycles take years to decades.,"The ordinary learn-test-revise cycle is generally measured in weeks to months, rather than minutes/days or years/decades.",Learn-test-revise cycles occur in minutes to days.,one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,Both coders report low confidence and the blanket concept/pathway is not frozen tightly enough for evidence-free speed and error-tolerance disposition.,seed-sp-0025-v1,Claude Code,claude-opus-5,0,"S1: neutronics, thermo-hydraulic and thermo-mechanical simulation carry an unusually large share of blanket development precisely because no integrated test environment exists, but the design cannot be closed without physical breeding and thermo-mechanical validation; both are material and neither dominates; S2: the ordinary loop for validating a breeding-blanket concept is build a module and expose it to a fusion-relevant neutron environment, which is measured in years to decades and, for an integrated test, is not presently available at all; S3 cost: cost and throughput diverge - sub-component thermo-hydraulic mock-ups and neutronics benchmark measurements are repeatable at moderate cost and can be run in parallel, which keeps the coding above the scarce-and-expensive anchor; S3 throughput: no attempt that tests integrated breeding-blanket performance in a fusion neutron spectrum is presently available at any price, so decision-relevant throughput is effectively zero; S4: intermediate judgment - design and analysis proceed with no floor of their own, but every validating step is gated by fabrication cycles and by exposure durations in an environment that does not yet exist, so elapsed time is largely outside the stage's control without a single named floor dominating the design work itself; S5: intermediate judgment - analytical errors are correctable while the work remains on paper, but validating articles are few and expensive, and errors in systems handling lithium-lead, beryllium or tritium-bearing coolant carry chemical and radiological consequences that are not cheaply reversible; scope caveat: frozen V1 scope is pilot-relevant design, engineering, testing and pre-integration and excludes fabrication after design maturity, construction, commissioning and fleet rollout; confidence is low because the tritium breeding ratio and integrated blanket performance are unvalidated at any scale and different blanket concepts may warrant distinct profiles; this row is routed to fusion domain review as a priority case; critical_path_role remains not_assessed.",low,,independent-sp-0025-v1,Codex,gpt-5.6,extra_high,1,"S1: 2 — blanket progress combines neutronics, thermal, structural, and fuel-cycle design with physical prototype and integration tests; S2: 1 — Intermediate judgment: meaningful blanket iterations commonly take months to years; S3 cost: 1 — Intermediate judgment: analytical and coupon attempts are repeatable, but representative integrated tests are expensive and scarce; S3 throughput: subcomponent work can parallelize, while relevant irradiation and integrated facilities sharply constrain throughput; S4: 1 — Intermediate judgment: fabrication, exposure, and integration floors dominate much of elapsed time; S5: 0 — failures can compromise heat removal, tritium functions, structural integrity, or radiological safety; scope caveat: pilot-relevant design, engineering, testing, and pre-integration only.",low,,owner_and_domain_review,,,pending_owner
exc-sp-0025-s5,sp-0025,blankets,Blankets,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",development,S5,Intrinsic error tolerance,Errors are catastrophic or irreversible.,"Errors create material cost, delay, or review burdens, but are usually containable and reversible within the stated scope.","Errors are cheap, reversible, and low-externality.",one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,Both coders report low confidence and the blanket concept/pathway is not frozen tightly enough for evidence-free speed and error-tolerance disposition.,seed-sp-0025-v1,Claude Code,claude-opus-5,1,"S1: neutronics, thermo-hydraulic and thermo-mechanical simulation carry an unusually large share of blanket development precisely because no integrated test environment exists, but the design cannot be closed without physical breeding and thermo-mechanical validation; both are material and neither dominates; S2: the ordinary loop for validating a breeding-blanket concept is build a module and expose it to a fusion-relevant neutron environment, which is measured in years to decades and, for an integrated test, is not presently available at all; S3 cost: cost and throughput diverge - sub-component thermo-hydraulic mock-ups and neutronics benchmark measurements are repeatable at moderate cost and can be run in parallel, which keeps the coding above the scarce-and-expensive anchor; S3 throughput: no attempt that tests integrated breeding-blanket performance in a fusion neutron spectrum is presently available at any price, so decision-relevant throughput is effectively zero; S4: intermediate judgment - design and analysis proceed with no floor of their own, but every validating step is gated by fabrication cycles and by exposure durations in an environment that does not yet exist, so elapsed time is largely outside the stage's control without a single named floor dominating the design work itself; S5: intermediate judgment - analytical errors are correctable while the work remains on paper, but validating articles are few and expensive, and errors in systems handling lithium-lead, beryllium or tritium-bearing coolant carry chemical and radiological consequences that are not cheaply reversible; scope caveat: frozen V1 scope is pilot-relevant design, engineering, testing and pre-integration and excludes fabrication after design maturity, construction, commissioning and fleet rollout; confidence is low because the tritium breeding ratio and integrated blanket performance are unvalidated at any scale and different blanket concepts may warrant distinct profiles; this row is routed to fusion domain review as a priority case; critical_path_role remains not_assessed.",low,,independent-sp-0025-v1,Codex,gpt-5.6,extra_high,0,"S1: 2 — blanket progress combines neutronics, thermal, structural, and fuel-cycle design with physical prototype and integration tests; S2: 1 — Intermediate judgment: meaningful blanket iterations commonly take months to years; S3 cost: 1 — Intermediate judgment: analytical and coupon attempts are repeatable, but representative integrated tests are expensive and scarce; S3 throughput: subcomponent work can parallelize, while relevant irradiation and integrated facilities sharply constrain throughput; S4: 1 — Intermediate judgment: fabrication, exposure, and integration floors dominate much of elapsed time; S5: 0 — failures can compromise heat removal, tritium functions, structural integrity, or radiological safety; scope caveat: pilot-relevant design, engineering, testing, and pre-integration only.",low,,owner_and_domain_review,,,pending_owner
exc-sp-0028-s3,sp-0028,commissioning,Commissioning,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",demonstration,S3,Experiment affordability and throughput,Attempts are scarce and expensive.,Attempts require meaningful resources or scarce systems but remain repeatable; throughput or parallelism is material but constrained.,Attempts are near-free and parallel.,one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support,Commissioning uses a unique integrated facility; a low-confidence coding and blank support materially affect attempt scarcity and consequence judgments.,seed-sp-0028-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - commissioning generates and consumes large volumes of data and much of the fault diagnosis is analytical, which keeps this above the fully physical anchor, but progress is established by physically energising and operating installed systems in sequence; S2: intermediate judgment - individual interface checks resolve in days, but the integrated loop of energise, find a fault, gain access, repair and re-test runs weeks to months per iteration because access to installed hardware is restricted; that is slower than the weeks-to-months anchor for the loop that governs progress; S3 cost: cost and throughput diverge - sub-system checks are repeatable at modest marginal cost and a few proceed in parallel across independent systems; S3 throughput: every integrated attempt uses the single facility serially and consumes facility operating cost and staff, so decision-relevant throughput is bounded by one machine and is very low; S4: clock time is dominated by physical floors - vacuum pumpdown, bakeout, cryogenic cooldown and warmup, and access restrictions each impose fixed multi-week durations on every fault-and-repair cycle; S5: intermediate judgment - most commissioning faults are diagnosed and repaired at the cost of schedule, but errors during first energisation of magnets or first vacuum and cryogenic operation can damage installed hardware that is extremely difficult to replace in situ; scope caveat: frozen V1 scope is bringing the assembled facility into test operation and establishing integrated readiness; it excludes construction and the subsequent reliability-demonstration campaign; this row is routed to fusion domain review; critical_path_role remains not_assessed.",medium,,independent-sp-0028-v1,Codex,gpt-5.6,extra_high,0,"S1: 1 — Intermediate judgment: procedures, diagnostics, and interface reasoning are informational, but integrated physical startup and system proving dominate progress; S2: 1 — Intermediate judgment: commissioning cycles commonly span months to years between system access, fixes, and retests; S3 cost: 0 — integrated startup attempts use a unique facility, specialist teams, energy, and high-value hardware; S3 throughput: interface dependencies and facility states make decisive attempts scarce and largely serial; S4: 0 — hardware access, conditioning, cooldown, repair, and restart floors dominate elapsed time; S5: 0 — commissioning errors can damage unique equipment or create serious safety consequences; scope caveat: initial integrated readiness only, excluding construction and the later reliability campaign.",low,,owner_and_domain_review,,,pending_owner
exc-sp-0028-s5,sp-0028,commissioning,Commissioning,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",demonstration,S5,Intrinsic error tolerance,Errors are catastrophic or irreversible.,"Errors create material cost, delay, or review burdens, but are usually containable and reversible within the stated scope.","Errors are cheap, reversible, and low-externality.",one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support,Commissioning uses a unique integrated facility; a low-confidence coding and blank support materially affect attempt scarcity and consequence judgments.,seed-sp-0028-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - commissioning generates and consumes large volumes of data and much of the fault diagnosis is analytical, which keeps this above the fully physical anchor, but progress is established by physically energising and operating installed systems in sequence; S2: intermediate judgment - individual interface checks resolve in days, but the integrated loop of energise, find a fault, gain access, repair and re-test runs weeks to months per iteration because access to installed hardware is restricted; that is slower than the weeks-to-months anchor for the loop that governs progress; S3 cost: cost and throughput diverge - sub-system checks are repeatable at modest marginal cost and a few proceed in parallel across independent systems; S3 throughput: every integrated attempt uses the single facility serially and consumes facility operating cost and staff, so decision-relevant throughput is bounded by one machine and is very low; S4: clock time is dominated by physical floors - vacuum pumpdown, bakeout, cryogenic cooldown and warmup, and access restrictions each impose fixed multi-week durations on every fault-and-repair cycle; S5: intermediate judgment - most commissioning faults are diagnosed and repaired at the cost of schedule, but errors during first energisation of magnets or first vacuum and cryogenic operation can damage installed hardware that is extremely difficult to replace in situ; scope caveat: frozen V1 scope is bringing the assembled facility into test operation and establishing integrated readiness; it excludes construction and the subsequent reliability-demonstration campaign; this row is routed to fusion domain review; critical_path_role remains not_assessed.",medium,,independent-sp-0028-v1,Codex,gpt-5.6,extra_high,0,"S1: 1 — Intermediate judgment: procedures, diagnostics, and interface reasoning are informational, but integrated physical startup and system proving dominate progress; S2: 1 — Intermediate judgment: commissioning cycles commonly span months to years between system access, fixes, and retests; S3 cost: 0 — integrated startup attempts use a unique facility, specialist teams, energy, and high-value hardware; S3 throughput: interface dependencies and facility states make decisive attempts scarce and largely serial; S4: 0 — hardware access, conditioning, cooldown, repair, and restart floors dominate elapsed time; S5: 0 — commissioning errors can damage unique equipment or create serious safety consequences; scope caveat: initial integrated readiness only, excluding construction and the later reliability campaign.",low,,owner_and_domain_review,,,pending_owner
exc-sp-0029-s5,sp-0029,reliability_demonstration,Reliability demonstration,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",demonstration,S5,Intrinsic error tolerance,Errors are catastrophic or irreversible.,"Errors create material cost, delay, or review burdens, but are usually containable and reversible within the stated scope.","Errors are cheap, reversible, and low-externality.",one_point_difference,1,missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"The reliability target is not frozen, so the load-bearing S5 disagreement cannot be disposed without a scope choice or better evidence.",seed-sp-0029-v1,Claude Code,claude-opus-5,1,"S1: reliability and operating performance are demonstrated by accumulating operating hours and pulses, which the 0 anchor names explicitly as accumulated operating time; analysis of the resulting data is essential but cannot substitute for the operating time itself; S2: establishing statistical confidence in availability and sustained performance takes years of campaign operation, placing the loop at the years-to-decades anchor; S3 cost: attempts are scarce and expensive because each attempt is an operating campaign on a single pilot facility, carrying full facility operating cost, staffing and consumables; S3 throughput: throughput is one machine operated serially, with no parallelism available and campaign length set by the reliability target itself; S4: clock time is dominated by a physical and temporal floor that is definitional - required operating time cannot be compressed by better information, and inter-campaign maintenance and conditioning add further fixed durations; S5: intermediate judgment - individual failed pulses are expected and informative, which keeps this above the catastrophic anchor, but a component failure during sustained operation can remove the only machine from service for a long repair and reset the demonstration clock; scope caveat: frozen V1 scope is sustained or repeated integrated testing for pilot-relevant reliability and excludes initial commissioning and commercial-fleet operations; the reliability target itself is not frozen in the V1 scope, and the coding is sensitive to what availability level counts as demonstrated, so this row is scope-sensitive; this row is routed to fusion domain review; critical_path_role remains not_assessed.",medium,,independent-sp-0029-v1,Codex,gpt-5.6,extra_high,0,"S1: 0 — progress is established primarily through sustained physical operation and accumulated reliability evidence; S2: 0 — the relevant learn-demonstrate-revise cycle is measured in years; S3 cost: 0 — integrated reliability runs consume scarce facility time, energy, components, and specialist support; S3 throughput: the assembled plant is a unique or very limited system, so attempts are predominantly serial; S4: 0 — required operating time and repair-return cycles dominate elapsed time; S5: 0 — errors or failures can damage unique assets, erase schedule, or create severe safety consequences; scope caveat: pilot-relevant reliability demonstration, not routine commercial-fleet operations.",high,,owner_and_domain_review,,,pending_owner
exc-sp-0030-s1,sp-0030,licensing,Licensing,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",qualification,S1,Information intensity of the scoped stage,"Progress occurs primarily through physical transformation, biological processes, construction, or accumulated operating time.","Stage progress materially combines informational and physical, biological, or operational work; neither clearly dominates under the stated scope.","Progress occurs primarily through information processing, analysis, design, inference, communication, or software.",one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"The licensing row has low confidence and no jurisdiction; the scope changes the informational, timing, throughput, and physical-floor interpretation.",seed-sp-0030-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - the work product is safety analysis, documentation and regulatory argument, which is information work, but a material part of progress consists of physical demonstrations, inspections and as-built verification that documentation alone cannot supply; S2: intermediate judgment - internal iteration on a safety case runs in weeks, but the binding loop is submit, await review, and respond to requests for additional information, which runs many months to years per cycle; that is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge - internal drafts and reviews are inexpensive and can be produced in parallel; S3 throughput: each actual regulatory interaction is costly in scarce expert effort and is strictly serial with a single regulator, so realised throughput is a small number of formal cycles over the project; S4: intermediate judgment - the licensing work carries no construction, growth, curing or healing floor and could in principle be compressed, but it cannot outrun the as-built condition of the plant or the inspection and demonstration evidence it must certify; statutory review periods and hearing schedules are institutional latency and belong to the governance overlay rather than to this physical-flexibility dimension, so they are deliberately not coded here; S5: errors in the safety case are found in review and corrected by resubmission, which is containable and reversible within the scoped stage at material cost in delay and expert effort; the external safety consequence of an unsound licence is real but is a property of the licensed operation rather than of the licensing work; scope caveat: frozen V1 scope is licensing of the pilot-relevant facility and demonstration and excludes grid connection and commercial-fleet licensing; confidence is low because the scope names no jurisdiction and fusion regulatory regimes differ materially, with some jurisdictions regulating fusion under radiation or by-product rules rather than fission licensing; that variation is a country condition and must not be folded into the intrinsic coding, so this row is scope-sensitive and load-bearing; this row is routed to fusion domain review; critical_path_role remains not_assessed.",low,,independent-sp-0030-v1,Codex,gpt-5.6,extra_high,4,"S1: 4 — licensing work is primarily evidence review, analysis, communication, and formal decision-making; S2: 0 — pilot-facility licensing cycles can take years and revisions proceed through formal stages; S3 cost: 0 — full applications and major review iterations are resource-intensive and few; S3 throughput: regulatory review, hearings, and evidence dependencies are strongly serial despite parallel document work; S4: 4 — construction and operation are outside the licensing stage, so no intrinsic physical process floor dominates the review itself; S5: 0 — approval or assurance errors can expose workers, the public, and the environment to severe and potentially irreversible harm; scope caveat: pilot-facility licensing only, not commercial-fleet licensing or grid connection.",medium,,owner_and_domain_review,,,pending_owner
exc-sp-0030-s2,sp-0030,licensing,Licensing,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",qualification,S2,Feedback speed,Cycles take years to decades.,"The ordinary learn-test-revise cycle is generally measured in weeks to months, rather than minutes/days or years/decades.",Learn-test-revise cycles occur in minutes to days.,one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"The licensing row has low confidence and no jurisdiction; the scope changes the informational, timing, throughput, and physical-floor interpretation.",seed-sp-0030-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - the work product is safety analysis, documentation and regulatory argument, which is information work, but a material part of progress consists of physical demonstrations, inspections and as-built verification that documentation alone cannot supply; S2: intermediate judgment - internal iteration on a safety case runs in weeks, but the binding loop is submit, await review, and respond to requests for additional information, which runs many months to years per cycle; that is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge - internal drafts and reviews are inexpensive and can be produced in parallel; S3 throughput: each actual regulatory interaction is costly in scarce expert effort and is strictly serial with a single regulator, so realised throughput is a small number of formal cycles over the project; S4: intermediate judgment - the licensing work carries no construction, growth, curing or healing floor and could in principle be compressed, but it cannot outrun the as-built condition of the plant or the inspection and demonstration evidence it must certify; statutory review periods and hearing schedules are institutional latency and belong to the governance overlay rather than to this physical-flexibility dimension, so they are deliberately not coded here; S5: errors in the safety case are found in review and corrected by resubmission, which is containable and reversible within the scoped stage at material cost in delay and expert effort; the external safety consequence of an unsound licence is real but is a property of the licensed operation rather than of the licensing work; scope caveat: frozen V1 scope is licensing of the pilot-relevant facility and demonstration and excludes grid connection and commercial-fleet licensing; confidence is low because the scope names no jurisdiction and fusion regulatory regimes differ materially, with some jurisdictions regulating fusion under radiation or by-product rules rather than fission licensing; that variation is a country condition and must not be folded into the intrinsic coding, so this row is scope-sensitive and load-bearing; this row is routed to fusion domain review; critical_path_role remains not_assessed.",low,,independent-sp-0030-v1,Codex,gpt-5.6,extra_high,0,"S1: 4 — licensing work is primarily evidence review, analysis, communication, and formal decision-making; S2: 0 — pilot-facility licensing cycles can take years and revisions proceed through formal stages; S3 cost: 0 — full applications and major review iterations are resource-intensive and few; S3 throughput: regulatory review, hearings, and evidence dependencies are strongly serial despite parallel document work; S4: 4 — construction and operation are outside the licensing stage, so no intrinsic physical process floor dominates the review itself; S5: 0 — approval or assurance errors can expose workers, the public, and the environment to severe and potentially irreversible harm; scope caveat: pilot-facility licensing only, not commercial-fleet licensing or grid connection.",medium,,owner_and_domain_review,,,pending_owner
exc-sp-0030-s3,sp-0030,licensing,Licensing,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",qualification,S3,Experiment affordability and throughput,Attempts are scarce and expensive.,Attempts require meaningful resources or scarce systems but remain repeatable; throughput or parallelism is material but constrained.,Attempts are near-free and parallel.,one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"The licensing row has low confidence and no jurisdiction; the scope changes the informational, timing, throughput, and physical-floor interpretation.",seed-sp-0030-v1,Claude Code,claude-opus-5,1,"S1: intermediate judgment - the work product is safety analysis, documentation and regulatory argument, which is information work, but a material part of progress consists of physical demonstrations, inspections and as-built verification that documentation alone cannot supply; S2: intermediate judgment - internal iteration on a safety case runs in weeks, but the binding loop is submit, await review, and respond to requests for additional information, which runs many months to years per cycle; that is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge - internal drafts and reviews are inexpensive and can be produced in parallel; S3 throughput: each actual regulatory interaction is costly in scarce expert effort and is strictly serial with a single regulator, so realised throughput is a small number of formal cycles over the project; S4: intermediate judgment - the licensing work carries no construction, growth, curing or healing floor and could in principle be compressed, but it cannot outrun the as-built condition of the plant or the inspection and demonstration evidence it must certify; statutory review periods and hearing schedules are institutional latency and belong to the governance overlay rather than to this physical-flexibility dimension, so they are deliberately not coded here; S5: errors in the safety case are found in review and corrected by resubmission, which is containable and reversible within the scoped stage at material cost in delay and expert effort; the external safety consequence of an unsound licence is real but is a property of the licensed operation rather than of the licensing work; scope caveat: frozen V1 scope is licensing of the pilot-relevant facility and demonstration and excludes grid connection and commercial-fleet licensing; confidence is low because the scope names no jurisdiction and fusion regulatory regimes differ materially, with some jurisdictions regulating fusion under radiation or by-product rules rather than fission licensing; that variation is a country condition and must not be folded into the intrinsic coding, so this row is scope-sensitive and load-bearing; this row is routed to fusion domain review; critical_path_role remains not_assessed.",low,,independent-sp-0030-v1,Codex,gpt-5.6,extra_high,0,"S1: 4 — licensing work is primarily evidence review, analysis, communication, and formal decision-making; S2: 0 — pilot-facility licensing cycles can take years and revisions proceed through formal stages; S3 cost: 0 — full applications and major review iterations are resource-intensive and few; S3 throughput: regulatory review, hearings, and evidence dependencies are strongly serial despite parallel document work; S4: 4 — construction and operation are outside the licensing stage, so no intrinsic physical process floor dominates the review itself; S5: 0 — approval or assurance errors can expose workers, the public, and the environment to severe and potentially irreversible harm; scope caveat: pilot-facility licensing only, not commercial-fleet licensing or grid connection.",medium,,owner_and_domain_review,,,pending_owner
exc-sp-0030-s4,sp-0030,licensing,Licensing,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",qualification,S4,Physical flexibility,Clock time is dominated by physical floors.,"Physical processes create meaningful delay, but no single physical, biological, construction, curing, healing, or qualification floor dominates the entire scoped stage.","No construction, growth, curing, healing, or qualification floor dominates elapsed time.",one_point_difference,1,low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"The licensing row has low confidence and no jurisdiction; the scope changes the informational, timing, throughput, and physical-floor interpretation.",seed-sp-0030-v1,Claude Code,claude-opus-5,3,"S1: intermediate judgment - the work product is safety analysis, documentation and regulatory argument, which is information work, but a material part of progress consists of physical demonstrations, inspections and as-built verification that documentation alone cannot supply; S2: intermediate judgment - internal iteration on a safety case runs in weeks, but the binding loop is submit, await review, and respond to requests for additional information, which runs many months to years per cycle; that is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge - internal drafts and reviews are inexpensive and can be produced in parallel; S3 throughput: each actual regulatory interaction is costly in scarce expert effort and is strictly serial with a single regulator, so realised throughput is a small number of formal cycles over the project; S4: intermediate judgment - the licensing work carries no construction, growth, curing or healing floor and could in principle be compressed, but it cannot outrun the as-built condition of the plant or the inspection and demonstration evidence it must certify; statutory review periods and hearing schedules are institutional latency and belong to the governance overlay rather than to this physical-flexibility dimension, so they are deliberately not coded here; S5: errors in the safety case are found in review and corrected by resubmission, which is containable and reversible within the scoped stage at material cost in delay and expert effort; the external safety consequence of an unsound licence is real but is a property of the licensed operation rather than of the licensing work; scope caveat: frozen V1 scope is licensing of the pilot-relevant facility and demonstration and excludes grid connection and commercial-fleet licensing; confidence is low because the scope names no jurisdiction and fusion regulatory regimes differ materially, with some jurisdictions regulating fusion under radiation or by-product rules rather than fission licensing; that variation is a country condition and must not be folded into the intrinsic coding, so this row is scope-sensitive and load-bearing; this row is routed to fusion domain review; critical_path_role remains not_assessed.",low,,independent-sp-0030-v1,Codex,gpt-5.6,extra_high,4,"S1: 4 — licensing work is primarily evidence review, analysis, communication, and formal decision-making; S2: 0 — pilot-facility licensing cycles can take years and revisions proceed through formal stages; S3 cost: 0 — full applications and major review iterations are resource-intensive and few; S3 throughput: regulatory review, hearings, and evidence dependencies are strongly serial despite parallel document work; S4: 4 — construction and operation are outside the licensing stage, so no intrinsic physical process floor dominates the review itself; S5: 0 — approval or assurance errors can expose workers, the public, and the environment to severe and potentially irreversible harm; scope caveat: pilot-facility licensing only, not commercial-fleet licensing or grid connection.",medium,,owner_and_domain_review,,,pending_owner
exc-sp-0030-s5,sp-0030,licensing,Licensing,"Fusion, magnetic confinement",tokamak_research_to_pilot_plant_demonstration,"Tokamak research through component and subsystem development, materials qualification, facility build, commissioning, integrated demonstration, and pilot-plant readiness",qualification,S5,Intrinsic error tolerance,Errors are catastrophic or irreversible.,"Errors create material cost, delay, or review burdens, but are usually containable and reversible within the stated scope.","Errors are cheap, reversible, and low-externality.",difference_ge_2,2,absolute_difference_ge_2|contradictory_rationales|low_confidence_load_bearing_stage|missing_or_incompatible_source_support|scope_pathway_application_or_lifecycle_ambiguity,"Two-point S5 dispute combines boundary allocation, low confidence, blank evidence, and an unspecified licensing jurisdiction.",seed-sp-0030-v1,Claude Code,claude-opus-5,2,"S1: intermediate judgment - the work product is safety analysis, documentation and regulatory argument, which is information work, but a material part of progress consists of physical demonstrations, inspections and as-built verification that documentation alone cannot supply; S2: intermediate judgment - internal iteration on a safety case runs in weeks, but the binding loop is submit, await review, and respond to requests for additional information, which runs many months to years per cycle; that is slower than the weeks-to-months anchor without being decade-scale; S3 cost: cost and throughput diverge - internal drafts and reviews are inexpensive and can be produced in parallel; S3 throughput: each actual regulatory interaction is costly in scarce expert effort and is strictly serial with a single regulator, so realised throughput is a small number of formal cycles over the project; S4: intermediate judgment - the licensing work carries no construction, growth, curing or healing floor and could in principle be compressed, but it cannot outrun the as-built condition of the plant or the inspection and demonstration evidence it must certify; statutory review periods and hearing schedules are institutional latency and belong to the governance overlay rather than to this physical-flexibility dimension, so they are deliberately not coded here; S5: errors in the safety case are found in review and corrected by resubmission, which is containable and reversible within the scoped stage at material cost in delay and expert effort; the external safety consequence of an unsound licence is real but is a property of the licensed operation rather than of the licensing work; scope caveat: frozen V1 scope is licensing of the pilot-relevant facility and demonstration and excludes grid connection and commercial-fleet licensing; confidence is low because the scope names no jurisdiction and fusion regulatory regimes differ materially, with some jurisdictions regulating fusion under radiation or by-product rules rather than fission licensing; that variation is a country condition and must not be folded into the intrinsic coding, so this row is scope-sensitive and load-bearing; this row is routed to fusion domain review; critical_path_role remains not_assessed.",low,,independent-sp-0030-v1,Codex,gpt-5.6,extra_high,0,"S1: 4 — licensing work is primarily evidence review, analysis, communication, and formal decision-making; S2: 0 — pilot-facility licensing cycles can take years and revisions proceed through formal stages; S3 cost: 0 — full applications and major review iterations are resource-intensive and few; S3 throughput: regulatory review, hearings, and evidence dependencies are strongly serial despite parallel document work; S4: 4 — construction and operation are outside the licensing stage, so no intrinsic physical process floor dominates the review itself; S5: 0 — approval or assurance errors can expose workers, the public, and the environment to severe and potentially irreversible harm; scope caveat: pilot-facility licensing only, not commercial-fleet licensing or grid connection.",medium,,owner_and_domain_review,,,pending_owner
