source_id,title_original,title_english,authors_org,year,publication_date,access_date,last_verified,archive_url,language,source_type,method_type,claim_owner,official_claim_status,independent_validation_status,url_or_doi,original_language_url,translation_reviewer,translation_note,reliability_tier,geo_scope,sector_scope,key_claims,useful_indicators,limitations,date_added,added_by,review_status,placeholder,notes
src-v2-dr-011,RE-Bench: research engineering capability,RE-Bench: research engineering capability,Wijk et al. / METR,2024,missing,2026-07-11,missing,missing,English,working_paper,working_paper,Wijk et al. / METR,not_official_claim,not_applicable,https://arxiv.org/abs/2411.15114,https://arxiv.org/abs/2411.15114,not_applicable,English source,B,global,frontier-access,"Frontier agents beat experts under short time budgets, lose edge as budget lengthens",re_bench_score,Capability not output evidence,2026-07-11,Claude Fable 5,staged,false,AI R&D loop evidence
src-v2-dr-012,MLRC-Bench: limits on open-ended ML research,MLRC-Bench: limits on open-ended ML research,Zhang et al.,2025,missing,2026-07-11,missing,missing,English,working_paper,working_paper,Zhang et al.,not_official_claim,not_applicable,https://arxiv.org/abs/2504.09702,https://arxiv.org/abs/2504.09702,not_applicable,English source,B,global,frontier-access,Much weaker frontier performance on open-ended research problems,mlrc_score,Benchmark scope narrow,2026-07-11,Claude Fable 5,staged,false,Check on AI-R&D acceleration overclaiming
src-v2-dr-013,The Price of Progress: cost-adjusted capability,The Price of Progress: cost-adjusted capability,Gundlach et al.,2025,missing,2026-07-11,missing,missing,English,working_paper,working_paper,Gundlach et al.,not_official_claim,not_applicable,https://arxiv.org/abs/2511.23455,https://arxiv.org/abs/2511.23455,not_applicable,English source,B,global,frontier-access,Cost of achieving benchmark level falling 5-10x/year; algorithmic efficiency ~3x/year,capability_at_cost,Working paper; pricing data volatile,2026-07-11,Claude Fable 5,staged,false,Essential for fixed-cost x-axis
src-v2-dr-014,"Canada AI strategy: 250k jobs, +3% GDP claim (Reuters)","Canada AI strategy: 250k jobs, +3% GDP claim (Reuters)",Government of Canada / Reuters,2026,2026-06-04,2026-07-11,missing,missing,English,media_report,media_report,Government of Canada / Reuters,official_target,not_independently_validated,https://www.reuters.com/business/world-at-work/canada-says-ai-strategy-will-help-create-250000-jobs-boost-gdp-by-3-2026-06-04/,https://www.reuters.com/business/world-at-work/canada-says-ai-strategy-will-help-create-250000-jobs-boost-gdp-by-3-2026-06-04/,not_applicable,English source,C,canada,cross-cutting,Official target: 250k jobs and +3% GDP from AI strategy,none,"Official target, never outcome evidence",2026-07-11,Claude Fable 5,staged,false,Tag as official_target on promotion
src-v2-dr-015,Only 8% of Italian enterprises using AI (ISTAT via Reuters),Only 8% of Italian enterprises using AI (ISTAT via Reuters),ISTAT / Reuters,2025,2025-05-21,2026-07-11,missing,missing,English,media_report,media_report,ISTAT / Reuters,not_official_claim,not_applicable,https://www.reuters.com/business/just-8-italian-enterprises-using-ai-many-people-lack-digital-know-how-2025-05-21/,https://www.reuters.com/business/just-8-italian-enterprises-using-ai-many-people-lack-digital-know-how-2025-05-21/,not_applicable,English source,B,italy,organizational-diffusion,Italian enterprise AI use ~8%; digital-skill gaps cited,ai_adoption_firms,Media relay of official statistic,2026-07-11,Claude Fable 5,staged,false,Late-converter comparator
src-v2-dr-016,More than 40% of Japanese companies have no plan to use AI (Reuters survey),More than 40% of Japanese companies have no plan to use AI (Reuters survey),Reuters,2024,2024-07-17,2026-07-11,missing,missing,English,media_report,media_report,Reuters,not_official_claim,not_applicable,https://www.reuters.com/technology/artificial-intelligence/more-than-40-japanese-companies-have-no-plan-make-use-ai-2024-07-17/,https://www.reuters.com/technology/artificial-intelligence/more-than-40-japanese-companies-have-no-plan-make-use-ai-2024-07-17/,not_applicable,English source,C,japan,organizational-diffusion,~40%+ of surveyed Japanese firms had no AI adoption plans,ai_adoption_intent,Private survey via media,2026-07-11,Claude Fable 5,staged,false,Descriptive comparator only
src-v2-dr-017,AI could eliminate up to 5% of jobs in Latin America (ILO-World Bank),AI could eliminate up to 5% of jobs in Latin America (ILO-World Bank),ILO / World Bank / Reuters,2024,2024-07-31,2026-07-11,missing,missing,English,media_report,media_report,ILO / World Bank / Reuters,not_official_claim,not_applicable,https://www.reuters.com/technology/artificial-intelligence/ai-could-eliminate-up-5-jobs-latin-america-study-finds-2024-07-31/,https://www.reuters.com/technology/artificial-intelligence/ai-could-eliminate-up-5-jobs-latin-america-study-finds-2024-07-31/,not_applicable,English source,B,latin-america,adaptation-distribution,Limited digital infrastructure caps both disruption and gains,ai_exposure_bounded,Media relay; locate primary study,2026-07-11,Claude Fable 5,staged,false,Low-conversion-country comparator
src-v2-dr-018,BIS Annual Economic Report 2026: AI exuberance warning,BIS Annual Economic Report 2026: AI exuberance warning,Bank for International Settlements / Reuters,2026,2026-06-28,2026-07-11,missing,missing,English,media_report,media_report,Bank for International Settlements / Reuters,not_official_claim,not_applicable,https://www.reuters.com/business/finance/global-markets-bis-pix-2026-06-28/,https://www.reuters.com/business/finance/global-markets-bis-pix-2026-06-28/,not_applicable,English source,B,global,compute-energy,Macro-financial risk from AI investment exuberance,buildout_finance_risk,"Constraint evidence, not productivity evidence",2026-07-11,Claude Fable 5,staged,false,Build-stage risk framing only
src-v2-dr-019,Trends in AI Supercomputers,Trends in AI Supercomputers,Epoch AI et al.,2025,missing,2026-07-11,missing,missing,English,working_paper,working_paper,Epoch AI et al.,not_official_claim,not_applicable,https://arxiv.org/abs/2504.16026,https://arxiv.org/abs/2504.16026,not_applicable,English source,B,global,compute-energy,Compute concentration and power needs of AI supercomputers,compute_concentration,Estimates from public data,2026-07-11,Claude Fable 5,staged,false,Strategic/access layer evidence
src-v2-dr-020,Chinese data centers at 20-30% utilization; 100+ projects canceled (Reuters),Chinese data centers at 20-30% utilization; 100+ projects canceled (Reuters),Reuters,2025,missing,missing,missing,missing,English,media_report,media_report,Reuters,not_official_claim,not_applicable,missing,missing,not_applicable,English source,C,china,compute-energy,Many Chinese data centers at 20-30% utilization; national pooling push,dc_utilization,Journalistic; URL to be located; treat as lead not evidence,2026-07-11,Claude Fable 5,staged,false,Strongest China negative-conversion lead; verify before any use
src-v2-dr-021,UBTech: humanoids 30-50% as efficient as human workers (FT),UBTech: humanoids 30-50% as efficient as human workers (FT),UBTech via Financial Times,2025,missing,missing,missing,missing,English,media_report,media_report,UBTech via Financial Times,not_official_claim,not_applicable,missing,missing,not_applicable,English source,C,china,manufacturing,Frontier humanoids currently 30-50% of human efficiency in industrial tasks,embodied_efficiency,Company statement via paywalled FT; URL to be located,2026-07-11,Claude Fable 5,staged,false,Deployment-outruns-usefulness lead
src-v2-dr-022,China Statistics Law amendment after fraud acknowledgment,China Statistics Law amendment after fraud acknowledgment,NPC / media,2024,missing,missing,missing,missing,English,media_report,media_report,NPC / media,not_official_claim,not_applicable,missing,missing,not_applicable,English source,C,china,cross-cutting,Statistics Law revised 2024 citing repeated statistical fraud,stats_reliability,URL to be located; use as data-quality caution,2026-07-11,Claude Fable 5,staged,false,Supports official-claim discipline
src-v2-dr-023,CAC registry: Generative AI services that have completed filing,CAC registry: Generative AI services that have completed filing,Cyberspace Administration of China,2024-2026,missing,missing,missing,missing,Chinese,official_administrative_list,administrative_data,Cyberspace Administration of China,official_observed_statistic,not_applicable,missing,missing,missing,missing,A,china,state-capacity,Administrative registry of filed generative AI services,genai_filings_count,"Counts implementation, not usage intensity; locate stable URL",2026-07-11,Claude Fable 5,staged,false,Best rollout registry; promote with URL
src-v2-dr-024,"Zeng, Wang, Sun: AI, Domain AI Readiness, and Firm Productivity","Zeng, Wang, Sun: AI, Domain AI Readiness, and Firm Productivity","Zeng, Wang, Sun",2025,missing,missing,missing,missing,English,peer_reviewed_paper,peer_reviewed_paper,"Zeng, Wang, Sun",not_official_claim,not_applicable,missing,missing,not_applicable,English source,B,china,realized-outcomes,Returns to AI depend on domain readiness; patent-based capability with policy IV,domain_readiness_tfp,Patent proxies not observed use; locate DOI,2026-07-11,Claude Fable 5,staged,false,Core China conversion-capacity study; verify citation exists
src-v2-dr-025,We are Changing our Developer Productivity Experiment Design,We are Changing our Developer Productivity Experiment Design,METR,2026,2026-02-24,2026-07-11,2026-07-11,missing,English,research_update,working_paper,METR,not_official_claim,not_applicable,https://metr.org/blog/2026-02-24-uplift-update/,https://metr.org/blog/2026-02-24-uplift-update/,not_applicable,English source,B,united-states,realized-outcomes,"METR says its early-2025 19% slowdown result is out of date for current tools; wider adoption likely changed effects, but selection makes the newer estimate unreliable",task_productivity_measurement_uncertainty,Methodology update reports severe selection effects and does not provide a reliable current productivity-effect estimate,2026-07-11,Codex,staged,false,"Current conclusion is measurement uncertainty, not a durable slowdown or a reliable speedup estimate"
