source_id,title_original,title_english,authors_org,year,language,source_type,url_or_doi,reliability_tier,geo_scope,sector_scope,key_claims,useful_indicators,limitations,date_added,added_by,review_status,placeholder,notes
src-v1-dr-011,Artificial Intelligence and Productivity in Europe WP/25/67,Artificial Intelligence and Productivity in Europe WP/25/67,International Monetary Fund,2025,English,working_paper,https://www.imf.org/-/media/files/publications/wp/2025/english/wpiea2025067-print-pdf.pdf,A,europe,realized-outcomes,Medium-term Europe TFP gain ~1% cumulative over five years; regulation could suppress gains >30%,tfp_gain_model,Task-based model estimate not observed outcome,2026-07-05,Claude Fable 5,staged,false,Productivity-channel model estimate
src-v1-dr-012,Macroeconomic productivity gains from Artificial Intelligence in G7 economies,Macroeconomic productivity gains from AI in G7 economies,OECD,2025,English,working_paper,https://www.oecd.org/en/publications/macroeconomic-productivity-gains-from-artificial-intelligence-in-g7-economies_a5319ab5-en.html,A,g7,realized-outcomes,+0.4 to 1.3 pp annual labor-productivity growth over ten years in high-exposure economies,labor_productivity_gain_model,Model estimate; up to 50% smaller for lower-exposure G7 members,2026-07-05,Claude Fable 5,staged,false,Productivity-channel model estimate
src-v1-dr-013,先进计算暨算力发展指数蓝皮书（2025年）,Advanced Computing and Computing Power Development Index Blue Book (2025),CAICT,2026,Chinese,official_report,https://www.caict.ac.cn/kxyj/qwfb/bps/202603/P020260306392232241580.pdf,B,china,compute-energy,China compute 962 EFlops FP32-equivalent mid-2025; smart compute 782 EFlops (81% of total),compute_scale; smart_compute_share,CAICT is MIIT-affiliated; treat scale figures as official-adjacent claims,2026-07-05,Claude Fable 5,staged,false,Compute buildout evidence; needs URL verification
src-v1-dr-014,中国信通院预计：我国人工智能产业规模已达1.2万亿元,CAICT Estimates: China AI Industry Scale Reaches 1.2 Trillion RMB,CAICT via CNR Finance,2025,Chinese,media_report,https://finance.cnr.cn/jjgd/20251213/t20251213_527459186.shtml,C,china,cross-cutting,Core AI industry scale 1.2T RMB by late 2025; 6000-7600 AI enterprises,ai_industry_scale,Media relay of CAICT estimate; definition of core industry opaque,2026-07-05,Claude Fable 5,staged,false,Official-adjacent claim; prefer CAICT primary document
src-v1-dr-015,中国制造业的数字鸿沟——接入-应用-转化的分析框架,China Manufacturing Digital Divide: Access-Application-Conversion Framework,Sun Xiaohua Ma Xuejiao et al. Dalian University of Technology (Management World),2025,Chinese,peer_reviewed_paper,https://sem.dlut.edu.cn/info/1005/19820.htm,B,china,manufacturing,Only ~2% of surveyed Chinese firms achieve comprehensive digital reinvention; adoption shows transition-period productivity dip before gains,digital_reinvention_share; tfp_effect,University press page; need journal DOI for canonical promotion,2026-07-05,Claude Fable 5,staged,false,Strongest independent evidence on China conversion depth
src-v1-dr-016,人工智能、企业全要素生产率与劳动力结构,AI Enterprise Total Factor Productivity and Labor Structure,Tsinghua PBCSF CFRC,2025,Chinese,working_paper,http://cfrc.pbcsf.tsinghua.edu.cn/,B,china,realized-outcomes,AI-to-TFP conversion in Chinese firms requires labor restructuring toward non-routine high-skill work,tfp_effect; labor_restructuring,URL in staged report truncated; must locate full paper before promotion,2026-07-05,Claude Fable 5,staged,false,Labor-reallocation mechanism evidence
src-v1-dr-017,人社部最新发声：应对人工智能影响促就业文件将出台,MOHRSS: Document on Coping with AI Impact and Promoting Employment forthcoming,MOHRSS via Sina Finance,2026,Chinese,media_report,https://finance.sina.com.cn/roll/2026-01-27/doc-inhithnc8357111.shtml,C,china,adaptation-distribution,MOHRSS drafting dedicated AI employment-impact response document,none,Media relay; primary MOHRSS document not yet located,2026-07-05,Claude Fable 5,staged,false,Adaptation-stress policy signal
src-v1-dr-018,国新办举行十五五规划纲要（草案）吹风会,SCIO Briefing on 15th Five-Year Plan Outline (Draft),NDRC / State Council Information Office,2026,Chinese,government_briefing,https://www.ndrc.gov.cn/fzggw/wld/zb/zyhd/202603/t20260309_1404067.html,A,china,cross-cutting,15th FYP elevates digital-intelligent development to standalone chapter; 109 landmark projects include compute facilities,fyp_ai_priority,Official claim of policy intent; not outcome evidence,2026-07-05,Claude Fable 5,staged,false,FYP integration evidence for AI+ diffusion hypothesis
src-v1-dr-019,AI投资与资本动向 (OECD数据),Global AI venture capital distribution 2025,OECD (relayed),2026,English,dataset,missing,B,global,frontier-access,2025 global AI VC $258.7B; US ~75% ($194B); China ~5% ($13.9B),ai_vc_by_country,Staged report cites secondary relay; need OECD primary URL,2026-07-05,Claude Fable 5,staged,false,Capital-allocation contrast between diffusion models
src-v1-dr-020,US Robot Industry Returns to Double Digit Growth,US Robot Industry Returns to Double Digit Growth,IFR via BusinessWire,2026,English,press_release,https://www.businesswire.com/news/home/20260618358074/en/US-Robot-Industry-Returns-to-Double-Digit-Growth-IFR-Reports,B,united-states,manufacturing,US installed 38000 industrial robots in 2025 (+11% YoY),robot_installations,Press release; full WR2026 tables preferred,2026-07-05,Claude Fable 5,staged,false,US installations update
src-v1-dr-021,"Robot Density Surges in Europe, Asia, and Americas","Robot Density Surges in Europe, Asia, and Americas",IFR,2026,English,press_release,https://ifr.org/ifr-press-releases/news/robot-density-surges-in-europe-asia-and-americas,A,global,manufacturing,China density revised to 166/10k (rank 22) on updated NBS workforce data; US 307 (rank 8); Korea 1220; global average 132,robot_density,Density is denominator-sensitive; earlier releases showed China 470 (2023) under old workforce data,2026-07-05,Claude Fable 5,staged,false,VERIFIED 2026-07-05 against live IFR page; promotes cleanly
src-v1-dr-022,The Progression of Free Digital Content to AI,The Progression of Free Digital Content to AI: Impacts on US Economic Growth and Productivity,US Bureau of Economic Analysis,2026,English,working_paper,https://www.bea.gov/research/papers/2026/progression-free-digital-content-ai-impacts-us-economic-growth-and,A,united-states,realized-outcomes,Free digital content adds ~0.22pp/year to US GDP quantity growth 2022-2025 under barter methodology,free_content_gdp_effect,Experimental methodology outside core accounts,2026-07-05,Claude Fable 5,staged,false,Consumer-surplus channel evidence
